Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Label,BinaryLabel
192.168.10.16,61522,192.168.10.3,53,17,50027,2,2,86,256,6836.308393,79.95682332,43,43,43.0,128,128,128.0,77.0,46.55641739,2167.5,96.25,BENIGN,0
192.168.10.16,30303,192.168.10.3,53,17,241377,2,2,68,390,1897.446733,16.57158719,34,34,34.0,195,195,195.0,98.4,88.18333176,7776.3,123.0,BENIGN,0
192.168.10.16,53280,192.168.10.3,53,17,55467,2,2,66,224,5228.333964,72.11495123,33,33,33.0,112,112,112.0,64.6,43.27008204,1872.3,80.75,BENIGN,0
192.168.10.16,6505,192.168.10.3,53,17,76546,2,2,72,204,3605.675019,52.25615969,36,36,36.0,102,102,102.0,62.4,36.1496888,1306.8,78.0,BENIGN,0
192.168.10.16,38851,192.168.10.3,53,17,38439,2,2,56,184,6243.658784,104.0609797,28,28,28.0,92,92,92.0,53.6,35.05424368,1228.8,67.0,BENIGN,0
192.168.10.16,58757,192.168.10.3,53,17,47242,2,2,62,136,4191.185809,84.67042039,31,31,31.0,68,68,68.0,45.8,20.26573463,410.7,57.25,BENIGN,0
192.168.10.16,32670,192.168.10.3,53,17,49667,2,2,76,234,6241.568849,80.53637224,38,38,38.0,117,117,117.0,69.6,43.27008204,1872.3,87.0,BENIGN,0
192.168.10.16,9212,192.168.10.3,53,17,47649,2,2,80,112,4029.465466,83.94719721,40,40,40.0,56,56,56.0,46.4,8.76356092,76.8,58.0,BENIGN,0
192.168.10.16,48840,192.168.10.3,53,17,96088,2,2,70,270,3538.423112,41.6285072,35,35,35.0,135,135,135.0,75.0,54.77225575,3000.0,93.75,BENIGN,0
192.168.10.16,44355,192.168.10.3,53,17,299,2,2,80,294,1250836.12,13377.92642,40,40,40.0,147,147,147.0,82.8,58.60631365,3434.7,103.5,BENIGN,0
192.168.10.16,58732,192.168.10.3,53,17,107954,2,2,68,148,2000.852215,37.05281879,34,34,34.0,74,74,74.0,50.0,21.9089023,480.0,62.5,BENIGN,0
192.168.10.16,55265,192.168.10.3,53,17,49057,2,2,72,194,5422.263897,81.53780296,36,36,36.0,97,97,97.0,60.4,33.41107601,1116.3,75.5,BENIGN,0
192.168.10.16,11459,192.168.10.3,53,17,195,2,2,68,100,861538.4615,20512.82051,34,34,34.0,50,50,50.0,40.4,8.76356092,76.8,50.5,BENIGN,0
192.168.10.16,5376,192.168.10.3,53,17,48569,2,2,64,160,4611.995306,82.35705903,32,32,32.0,80,80,80.0,51.2,26.29068276,691.2,64.0,BENIGN,0
192.168.10.16,43579,192.168.10.3,53,17,253,2,2,68,198,1051383.399,15810.27668,34,34,34.0,99,99,99.0,60.0,35.60196624,1267.5,75.0,BENIGN,0
192.168.10.16,55307,192.168.10.3,53,17,181,2,2,60,188,1370165.746,22099.44751,30,30,30.0,94,94,94.0,55.6,35.05424368,1228.8,69.5,BENIGN,0
192.168.10.16,24742,192.168.10.3,53,17,50639,2,2,86,248,6595.706866,78.99050139,43,43,43.0,124,124,124.0,75.4,44.36552716,1968.3,94.25,BENIGN,0
192.168.10.16,56034,192.168.10.3,53,17,67981,2,2,86,214,4412.997749,58.83996999,43,43,43.0,107,107,107.0,68.6,35.05424368,1228.8,85.75,BENIGN,0
192.168.10.16,23255,192.168.10.3,53,17,48352,2,2,72,328,8272.667108,82.72667108,36,36,36.0,164,164,164.0,87.2,70.10848736,4915.2,109.0,BENIGN,0
192.168.10.16,20350,192.168.10.3,53,17,48523,2,2,56,220,5688.024236,82.43513385,28,28,28.0,110,110,110.0,60.8,44.91324972,2017.2,76.0,BENIGN,0
192.168.10.16,21684,192.168.10.3,53,17,49120,2,2,74,242,6433.224756,81.43322476,37,37,37.0,121,121,121.0,70.6,46.00869483,2116.8,88.25,BENIGN,0
192.168.10.16,43711,192.168.10.3,53,17,238,2,2,80,196,1159663.866,16806.72269,40,40,40.0,98,98,98.0,63.2,31.76790834,1009.2,79.0,BENIGN,0
192.168.10.16,46315,192.168.10.3,53,17,24790,2,2,94,180,11052.84389,161.3553852,47,47,47.0,90,90,90.0,64.2,23.55206997,554.7,80.25,BENIGN,0
192.168.10.16,8113,192.168.10.3,53,17,57793,2,2,80,244,5606.215286,69.21253439,40,40,40.0,122,122,122.0,72.8,44.91324972,2017.2,91.0,BENIGN,0
192.168.10.16,23707,192.168.10.3,53,17,51954,2,2,86,244,6351.772722,76.99118451,43,43,43.0,122,122,122.0,74.6,43.27008204,1872.3,93.25,BENIGN,0
192.168.10.16,57620,192.168.10.3,53,17,24139,2,2,66,152,9031.028626,165.7069473,33,33,33.0,76,76,76.0,50.2,23.55206997,554.7,62.75,BENIGN,0
192.168.10.16,51420,192.168.10.3,53,17,174096,2,2,94,212,1757.650951,22.97582943,47,47,47.0,106,106,106.0,70.6,32.31563089,1044.3,88.25,BENIGN,0
192.168.10.16,28526,192.168.10.3,53,17,48641,2,2,86,242,6743.282416,82.23515142,43,43,43.0,121,121,121.0,74.2,42.72235949,1825.2,92.75,BENIGN,0
192.168.10.16,46438,192.168.10.3,53,17,275,2,2,60,344,1469090.909,14545.45455,30,30,30.0,172,172,172.0,86.8,77.77660317,6049.2,108.5,BENIGN,0
192.168.10.16,15901,192.168.10.3,53,17,95813,2,2,78,162,2504.879296,41.74798827,39,39,39.0,81,81,81.0,55.8,23.00434742,529.2,69.75,BENIGN,0
192.168.10.16,2577,192.168.10.3,53,17,23774,2,2,66,222,12114.0742,168.2510305,33,33,33.0,111,111,111.0,64.2,42.72235949,1825.2,80.25,BENIGN,0
192.168.10.16,59130,192.168.10.3,53,17,62107,2,2,66,184,4025.311157,64.4049785,33,33,33.0,92,92,92.0,56.6,32.31563089,1044.3,70.75,BENIGN,0
192.168.10.16,7143,192.168.10.3,53,17,48908,2,2,72,240,6379.324446,81.78621084,36,36,36.0,120,120,120.0,69.6,46.00869483,2116.8,87.0,BENIGN,0
192.168.10.16,32022,192.168.10.3,53,17,171388,2,2,74,244,1855.439121,23.33885686,37,37,37.0,122,122,122.0,71.0,46.55641739,2167.5,88.75,BENIGN,0
192.168.10.16,29124,192.168.10.3,53,17,95257,2,2,68,276,3611.28316,41.99166465,34,34,34.0,138,138,138.0,75.6,56.96314598,3244.8,94.5,BENIGN,0
192.168.10.16,11118,192.168.10.3,53,17,62393,2,2,86,256,5481.38413,64.1097559,43,43,43.0,128,128,128.0,77.0,46.55641739,2167.5,96.25,BENIGN,0
192.168.10.16,37971,192.168.10.3,53,17,153994,2,2,84,288,2415.678533,25.97503799,42,42,42.0,144,144,144.0,82.8,55.86770087,3121.2,103.5,BENIGN,0
192.168.10.16,3040,192.168.10.3,53,17,48832,2,2,76,232,6307.33945,81.91349934,38,38,38.0,116,116,116.0,69.2,42.72235949,1825.2,86.5,BENIGN,0
192.168.10.16,34428,192.168.10.3,53,17,379,2,2,80,294,986807.3879,10554.08971,40,40,40.0,147,147,147.0,82.8,58.60631365,3434.7,103.5,BENIGN,0
192.168.10.16,32435,192.168.10.3,53,17,49115,2,2,56,88,2931.894533,81.44151481,28,28,28.0,44,44,44.0,34.4,8.76356092,76.8,43.0,BENIGN,0
192.168.10.16,13035,192.168.10.3,53,17,48860,2,2,64,216,5730.659026,81.86655751,32,32,32.0,108,108,108.0,62.4,41.62691437,1732.8,78.0,BENIGN,0
192.168.10.16,33294,192.168.10.3,53,17,70136,2,2,70,398,6672.750086,57.03205201,35,35,35.0,199,199,199.0,100.6,89.82649943,8068.8,125.75,BENIGN,0
192.168.10.16,63892,192.168.10.3,53,17,227,2,2,80,196,1215859.031,17621.14537,40,40,40.0,98,98,98.0,63.2,31.76790834,1009.2,79.0,BENIGN,0
192.168.10.16,14775,192.168.10.3,53,17,24450,2,2,72,242,12842.53579,163.599182,36,36,36.0,121,121,121.0,70.0,46.55641739,2167.5,87.5,BENIGN,0
192.168.10.16,3339,192.168.10.3,53,17,215,2,2,60,264,1506976.744,18604.65116,30,30,30.0,132,132,132.0,70.8,55.86770087,3121.2,88.5,BENIGN,0
192.168.10.16,35962,192.168.10.3,53,17,220662,2,2,84,192,1250.781739,18.12727157,42,42,42.0,96,96,96.0,63.6,29.57701811,874.8,79.5,BENIGN,0
192.168.10.16,41239,192.168.10.3,53,17,48641,2,2,86,254,6989.98787,82.23515142,43,43,43.0,127,127,127.0,76.6,46.00869483,2116.8,95.75,BENIGN,0
192.168.10.16,17486,192.168.10.3,53,17,71256,2,2,78,138,3031.323678,56.13562367,39,39,39.0,69,69,69.0,51.0,16.43167673,270.0,63.75,BENIGN,0
192.168.10.16,44709,192.168.10.3,53,17,168,2,2,60,224,1690476.19,23809.52381,30,30,30.0,112,112,112.0,62.8,44.91324972,2017.2,78.5,BENIGN,0
192.168.10.16,12669,192.168.10.3,53,17,24340,2,2,66,224,11914.54396,164.3385374,33,33,33.0,112,112,112.0,64.6,43.27008204,1872.3,80.75,BENIGN,0
192.168.10.16,39918,192.168.10.3,53,17,345,2,2,90,196,828985.5072,11594.2029,45,45,45.0,98,98,98.0,66.2,29.02929555,842.7,82.75,BENIGN,0
192.168.10.16,17140,192.168.10.3,53,17,109416,2,2,88,344,3948.234262,36.55772465,44,44,44.0,172,172,172.0,95.2,70.10848736,4915.2,119.0,BENIGN,0
192.168.10.16,53823,192.168.10.3,53,17,72200,2,2,88,250,4681.440443,55.40166205,44,44,44.0,125,125,125.0,76.4,44.36552716,1968.3,95.5,BENIGN,0
192.168.10.16,17269,192.168.10.3,53,17,144870,2,2,80,366,3078.622213,27.61096155,40,40,40.0,183,183,183.0,97.2,78.32432572,6134.7,121.5,BENIGN,0
192.168.10.16,36880,192.168.10.3,53,17,231775,2,2,80,302,1648.150146,17.25811671,40,40,40.0,151,151,151.0,84.4,60.79720388,3696.3,105.5,BENIGN,0
192.168.10.16,32098,192.168.10.3,53,17,324,2,2,90,172,808641.9753,12345.67901,45,45,45.0,86,86,86.0,61.4,22.45662486,504.3,76.75,BENIGN,0
192.168.10.16,56331,192.168.10.3,53,17,186184,2,2,94,346,2363.253556,21.48412323,47,47,47.0,173,173,173.0,97.4,69.01304225,4762.8,121.75,BENIGN,0
192.168.10.16,24992,192.168.10.3,53,17,72721,2,2,90,426,7095.611997,55.00474416,45,45,45.0,213,213,213.0,112.2,92.01738966,8467.2,140.25,BENIGN,0
192.168.10.16,1682,192.168.10.3,53,17,206468,2,2,94,314,1976.093148,19.37346223,47,47,47.0,157,157,157.0,91.0,60.24948133,3630.0,113.75,BENIGN,0
192.168.10.16,60117,192.168.10.3,53,17,140126,2,2,84,228,2226.567518,28.54573741,42,42,42.0,114,114,114.0,70.8,39.43602414,1555.2,88.5,BENIGN,0
192.168.10.16,21236,192.168.10.3,53,17,49169,2,2,84,292,7647.094714,81.35207143,42,42,42.0,146,146,146.0,83.6,56.96314598,3244.8,104.5,BENIGN,0
192.168.10.16,17892,192.168.10.3,53,17,48189,2,2,90,342,8964.701488,83.00649526,45,45,45.0,171,171,171.0,95.4,69.01304225,4762.8,119.25,BENIGN,0
192.168.10.16,60988,192.168.10.3,53,17,73913,2,2,94,430,7089.415935,54.11767889,47,47,47.0,215,215,215.0,114.2,92.01738966,8467.2,142.75,BENIGN,0
192.168.10.16,9820,192.168.10.3,53,17,62698,2,2,94,346,7017.767712,63.79788829,47,47,47.0,173,173,173.0,97.4,69.01304225,4762.8,121.75,BENIGN,0
192.168.10.16,57070,198.51.152.178,80,6,5056282,4,4,418,623,205.8825042,1.582190234,406,0,104.5,611,0,155.75,115.6666667,228.5530573,52236.5,130.125,BENIGN,0
192.168.10.16,57072,198.51.152.178,80,6,5222086,3,1,12,0,2.297932282,0.765977427,6,0,4.0,0,0,0.0,2.4,3.286335345,10.8,3.0,BENIGN,0
192.168.10.16,57070,198.51.152.178,80,6,24137,1,1,6,6,497.1620334,82.8603389,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,37334,198.51.152.184,80,6,5049455,4,4,560,628,235.2729156,1.584329398,548,0,140.0,616,0,157.0,132.0,255.7068634,65386.0,148.5,BENIGN,0
192.168.10.16,37336,198.51.152.184,80,6,5578294,3,1,12,0,2.15119533,0.71706511,6,0,4.0,0,0,0.0,2.4,3.286335345,10.8,3.0,BENIGN,0
192.168.10.16,37334,198.51.152.184,80,6,40421,1,1,6,6,296.8753866,49.47923109,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,45334,198.57.30.31,80,6,116025161,16,14,404,331,6.334832839,0.258564606,404,0,25.25,331,0,23.64285714,23.70967742,92.25876419,8511.67957,24.5,BENIGN,0
192.168.10.16,47536,198.8.70.212,80,6,11054436,5,5,1442,1314,249.311679,0.90461422,1424,0,288.4,1296,0,262.8,250.5454545,549.281779,301710.4727,275.6,BENIGN,0
192.168.10.16,47344,199.59.150.10,443,6,117653976,16,16,921,4699,47.76719148,0.271984008,304,0,57.5625,2896,0,293.6875,170.3030303,509.6024483,259694.6553,175.625,BENIGN,0
192.168.10.16,55760,204.154.111.110,80,6,104476,10,10,1205,16622,170632.4898,191.4315249,1157,0,120.5,4380,0,1662.2,848.9047619,1162.36302,1351087.79,891.35,BENIGN,0
192.168.10.16,55758,204.154.111.110,80,6,5066277,2,2,6,212,43.02962511,0.789534406,6,0,3.0,212,0,106.0,43.6,94.17430647,8868.8,54.5,BENIGN,0
192.168.10.16,55778,204.154.111.110,80,6,5066758,2,2,6,212,43.0255402,0.789459453,6,0,3.0,212,0,106.0,43.6,94.17430647,8868.8,54.5,BENIGN,0
192.168.10.16,55780,204.154.111.110,80,6,5066731,2,2,6,212,43.02576948,0.78946366,6,0,3.0,212,0,106.0,43.6,94.17430647,8868.8,54.5,BENIGN,0
192.168.10.16,55776,204.154.111.110,80,6,6185576,6,4,1616,2072,596.2258002,1.616664317,1108,0,269.3333333,1033,0,518.0,335.2727273,486.3743601,236560.0182,368.8,BENIGN,0
192.168.10.16,55774,204.154.111.110,80,6,6934203,6,4,1319,2072,489.0251987,1.442126802,813,0,219.8333333,1033,0,518.0,308.2727273,445.879152,198808.2182,339.1,BENIGN,0
192.168.10.16,55760,204.154.111.110,80,6,32704,1,1,6,6,366.927593,61.15459883,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,55780,204.154.111.110,80,6,33270,1,1,6,6,360.6853021,60.11421701,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,55778,204.154.111.110,80,6,33293,1,1,6,6,360.4361277,60.07268795,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,55758,204.154.111.110,80,6,33466,1,1,6,6,358.5728799,59.76214666,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,55776,204.154.111.110,80,6,32736,1,1,6,6,366.568915,61.09481916,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,55774,204.154.111.110,80,6,32637,1,1,6,6,367.680853,61.28014217,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,60470,205.180.87.137,80,6,182163,3,4,713,300,5560.953651,38.42712296,713,0,237.6666667,300,0,75.0,126.625,259.1463665,67156.83929,144.7142857,BENIGN,0
192.168.10.16,60470,205.180.87.137,80,6,291,2,0,0,0,0.0,6872.852234,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,60472,205.180.87.137,80,6,5944691,3,1,0,0,0.0,0.672869288,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,59148,207.171.14.243,80,6,116021579,16,13,907,955,16.04873866,0.249953502,823,0,56.6875,887,2,73.46153846,62.06666667,215.7132409,46532.2023,64.20689655,BENIGN,0
192.168.10.16,48478,209.204.228.173,80,6,1069266,5,7,2979,3367,5934.91236,11.2226518,2979,0,595.8,1448,0,481.0,488.1538462,921.5867518,849322.141,528.8333333,BENIGN,0
192.168.10.16,48476,209.204.228.173,80,6,2312692,3,3,0,0,0.0,2.594379191,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,48478,209.204.228.173,80,6,48043,1,1,0,0,0.0,41.62937369,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,48476,209.204.228.173,80,6,16614,2,0,0,0,0.0,120.3804021,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,48676,209.204.228.173,80,6,1069332,6,7,2979,3367,5934.546053,12.15712239,1531,0,496.5,1448,0,481.0,453.2857143,678.196866,459950.989,488.1538462,BENIGN,0
192.168.10.16,48682,209.204.228.173,80,6,2135243,3,3,0,0,0.0,2.809984625,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,48676,209.204.228.173,80,6,27935,1,1,0,0,0.0,71.59477358,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,48682,209.204.228.173,80,6,123,2,0,0,0,0.0,16260.1626,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,59198,209.85.232.156,443,6,188045,12,11,972,4561,29423.80813,122.3111489,401,0,81.0,1418,0,414.6363636,230.5416667,416.9477059,173845.3895,240.5652174,BENIGN,0
192.168.10.16,59204,209.85.232.156,443,6,137701,9,5,502,3743,30827.66283,101.6695594,200,0,55.77777778,1418,0,748.6,283.0,515.481467,265721.1429,303.2142857,BENIGN,0
192.168.10.16,59202,209.85.232.156,443,6,137647,9,5,502,3743,30839.75677,101.7094452,200,0,55.77777778,1418,0,748.6,283.0,515.481467,265721.1429,303.2142857,BENIGN,0
192.168.10.16,59200,209.85.232.156,443,6,117787089,16,15,1034,4653,48.282032,0.26318674,402,0,64.625,1418,0,310.2,177.71875,371.2077268,137795.1764,183.4516129,BENIGN,0
192.168.10.16,33222,216.200.233.104,80,6,112910805,17,15,1957,934,25.60428118,0.283409546,1005,0,115.1176471,470,0,62.26666667,87.60606061,256.1283784,65601.74621,90.34375,BENIGN,0
192.168.10.16,43876,216.58.219.225,443,6,429155,11,6,535,3938,10422.80761,39.61272734,202,0,48.63636364,2137,0,656.3333333,248.5,576.419399,332259.3235,263.1176471,BENIGN,0
192.168.10.16,43886,216.58.219.225,443,6,800841,12,7,535,3938,5585.378371,23.72505903,202,0,44.58333333,1418,0,562.5714286,223.65,442.5095033,195814.6605,235.4210526,BENIGN,0
192.168.10.16,45386,216.58.219.225,80,6,5132206,3,1,0,0,0.0,0.779391942,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,45384,216.58.219.225,80,6,5163216,3,1,0,0,0.0,0.774710955,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,43878,216.58.219.225,443,6,117409428,15,11,588,4068,39.65609985,0.221447293,202,0,39.2,2137,0,369.8181818,172.4444444,478.9942455,229435.4872,179.0769231,BENIGN,0
192.168.10.16,46250,23.15.4.11,80,6,5984182,3,1,0,0,0.0,0.668428868,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,46248,23.15.4.11,80,6,119383501,20,23,8792,864,80.88219829,0.360183774,2976,0,439.6,288,0,37.56521739,219.4545455,745.6623544,556012.3467,224.5581395,BENIGN,0
192.168.10.16,46584,23.15.4.19,80,6,117756490,22,28,11647,6969,158.0889512,0.424605047,2980,0,529.4090909,1448,0,248.8928571,365.0196078,842.4248451,709679.6196,372.32,BENIGN,0
192.168.10.16,57354,23.15.4.8,80,6,5887698,3,1,0,0,0.0,0.679382672,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,57352,23.15.4.8,80,6,5887761,3,1,0,0,0.0,0.679375403,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,57356,23.15.4.8,80,6,115284822,16,14,441,795,10.72127257,0.260225062,441,0,27.5625,795,0,56.78571429,39.87096774,160.9581192,25907.51613,41.2,BENIGN,0
192.168.10.16,57358,23.15.4.8,80,6,115284838,16,14,441,795,10.72127108,0.260225026,441,0,27.5625,795,0,56.78571429,39.87096774,160.9581192,25907.51613,41.2,BENIGN,0
192.168.10.16,51470,23.194.100.14,443,6,116640622,23,19,759,5071,49.98258668,0.360080384,405,0,33.0,1448,0,266.8947368,135.5813953,358.9703684,128859.7254,138.8095238,BENIGN,0
192.168.10.16,51468,23.194.100.14,443,6,116640828,27,21,1746,6919,74.28788143,0.411519712,587,0,64.66666667,1616,0,329.4761905,176.8367347,404.1491756,163336.5561,180.5208333,BENIGN,0
192.168.10.16,51510,23.194.100.14,443,6,5625360,10,7,355,4810,918.1634598,3.022028812,198,0,35.5,1448,0,687.1428571,286.9444444,513.8510281,264042.8791,303.8235294,BENIGN,0
192.168.10.16,47482,23.194.100.14,80,6,5114806,3,1,0,0,0.0,0.782043346,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,47480,23.194.100.14,80,6,115505144,25,25,276,24138,211.3672098,0.432881154,276,0,11.04,4344,0,965.52,478.7058824,980.1802139,960753.2518,488.28,BENIGN,0
192.168.10.16,51510,23.194.100.14,443,6,4,2,0,12,0,3000000.0,500000.0,6,6,6.0,0,0,0.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,39136,23.21.91.46,80,6,5403337,3,1,0,0,0.0,0.740283273,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,39134,23.21.91.46,80,6,60184083,9,11,4597,505,84.77324478,0.332313778,4597,0,510.7777778,505,0,45.90909091,242.952381,1003.690464,1007394.548,255.1,BENIGN,0
192.168.10.16,43354,23.222.23.112,443,6,5263615,10,7,351,4791,976.8951567,3.229719499,194,0,35.1,1448,0,684.4285714,285.6666667,513.5090354,263691.5294,302.4705882,BENIGN,0
192.168.10.16,40892,23.222.23.112,80,6,115927591,16,14,985,478,12.61994653,0.258782226,985,0,61.5625,478,0,34.14285714,47.19354839,194.0502374,37655.49462,48.76666667,BENIGN,0
192.168.10.16,40890,23.222.23.112,80,6,117928968,16,14,966,446,11.97330922,0.254390423,966,0,60.375,446,0,31.85714286,45.5483871,188.6582163,35591.92258,47.06666667,BENIGN,0
192.168.10.16,43350,23.222.23.112,443,6,110316402,38,35,7598,8877,149.3431593,0.661732967,1062,0,199.9473684,1448,0,253.6285714,222.6351351,408.8829948,167185.3034,225.6849315,BENIGN,0
192.168.10.16,35758,23.23.139.95,80,6,5609176,3,1,0,0,0.0,0.713117221,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,35756,23.23.139.95,80,6,115214293,21,16,2639,1065,32.14878904,0.321140711,559,0,125.6666667,213,0,66.5625,97.47368421,184.5293116,34051.06686,100.1081081,BENIGN,0
192.168.10.16,35758,23.23.139.95,80,6,3,1,1,0,0,0.0,666666.6667,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,51308,23.23.92.100,80,6,5516740,3,1,0,0,0.0,0.72506589,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,51310,23.23.92.100,80,6,60472821,9,9,240,251,8.119350013,0.297654379,240,0,26.66666667,251,0,27.88888889,25.84210526,77.42829167,5995.140351,27.27777778,BENIGN,0
192.168.10.16,38574,23.53.114.179,443,6,5976190,9,5,363,4810,865.6016626,2.342629669,206,0,40.33333333,4096,0,962.0,344.8666667,1046.319868,1094785.267,369.5,BENIGN,0
192.168.10.16,38572,23.53.114.179,443,6,116363106,43,47,823,62599,545.0352967,0.773441025,460,0,19.13953488,4344,0,1331.893617,696.9450549,1031.740561,1064488.586,704.6888889,BENIGN,0
192.168.10.16,38592,23.53.114.179,443,6,5899654,7,4,599,152,127.2956007,1.864516122,517,0,85.57142857,152,0,38.0,62.58333333,149.8347322,22450.44697,68.27272727,BENIGN,0
192.168.10.16,38604,23.53.114.179,443,6,5352568,10,6,363,4810,966.4519909,2.98921938,206,0,36.3,2896,0,801.6666667,304.2941176,732.5672123,536654.7206,323.3125,BENIGN,0
192.168.10.16,38588,23.53.114.179,443,6,115579066,27,24,1886,17123,164.4674997,0.441256378,578,0,69.85185185,2896,0,713.4583333,365.5576923,728.5032847,530717.0358,372.7254902,BENIGN,0
192.168.10.16,38590,23.53.114.179,443,6,115286803,21,21,1071,11204,106.4735918,0.364308827,517,0,51.0,2896,0,533.5238095,285.4651163,679.1938972,461304.3499,292.2619048,BENIGN,0
192.168.10.16,38594,23.53.114.179,443,6,115827348,22,17,860,6086,59.96856632,0.336708046,497,0,39.09090909,4096,0,358.0,173.65,675.2017951,455897.4641,178.1025641,BENIGN,0
192.168.10.16,38602,23.53.114.179,443,6,115827019,44,47,859,63789,558.1426558,0.785654339,496,0,19.52272727,4344,0,1357.212766,702.6956522,1043.887122,1089700.324,710.4175824,BENIGN,0
192.168.10.16,38596,23.53.114.179,443,6,115826965,22,19,870,6242,61.40193693,0.353976296,507,0,39.54545455,1448,0,328.5263158,169.3333333,415.2740891,172452.5691,173.4634146,BENIGN,0
192.168.10.16,38598,23.53.114.179,443,6,115827552,23,19,858,7432,71.57191753,0.362608026,495,0,37.30434783,2896,0,391.1578947,192.7906977,540.7745573,292437.1218,197.3809524,BENIGN,0
192.168.10.16,38600,23.53.114.179,443,6,115827354,22,19,858,6495,63.48241366,0.353975107,495,0,39.0,1685,0,341.8421053,175.0714286,435.1655358,189369.0436,179.3414634,BENIGN,0
192.168.10.16,38574,23.53.114.179,443,6,3,2,0,12,0,4000000.0,666666.6667,6,6,6.0,0,0,0.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,38592,23.53.114.179,443,6,48,2,0,12,0,250000.0,41666.66667,6,6,6.0,0,0,0.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,38604,23.53.114.179,443,6,3,2,0,12,0,4000000.0,666666.6667,6,6,6.0,0,0,0.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.16,37176,23.61.187.27,80,6,5653500,3,1,0,0,0.0,0.707526311,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,37174,23.61.187.27,80,6,5653491,3,1,0,0,0.0,0.707527437,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,37166,23.61.187.27,80,6,5865578,3,1,0,0,0.0,0.681944729,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.16,37164,23.61.187.27,80,6,22405483,6,6,432,2052,110.8657198,0.535583187,432,0,72.0,2052,0,342.0,191.0769231,571.743891,326891.0769,207.0,BENIGN,0
192.168.10.16,37180,23.61.187.27,80,6,28696866,8,7,864,3540,153.4662357,0.522705162,432,0,108.0,1770,0,505.7142857,275.25,601.4896508,361789.8,293.6,BENIGN,0
192.168.10.16,37178,23.61.187.27,80,6,34187737,8,8,432,1770,64.40905989,0.468004068,432,0,54.0,1448,0,221.25,129.5294118,362.4386358,131361.7647,137.625,BENIGN,0
